Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
6300113,Mainland China,45,Noida,"Address 112, Noida","Locality 12, Noida","Locality 12, Noida, India",69.644487,26.416277,"Bengali, Chinese",2269,Indian Rupees(Rs.),No,Yes,Yes,No,4,2.7,Red,Average,671,India
6300114,Pizza Hut,65,Gurgaon,"Address 113, Gurgaon","Locality 13, Gurgaon","Locality 13, Gurgaon, India",88.241977,32.21224,Mughlai,1072,Indian Rupees(Rs.),Yes,Yes,Yes,No,3,3.1,Red,Average,674,India
6300115,Spice Route,89,Gurgaon,"Address 114, Gurgaon","Locality 14, Gurgaon","Locality 14, Gurgaon, India",74.592184,15.395897,"Desserts, American, Beverages",2379,Indian Rupees(Rs.),No,Yes,No,Yes,3,5.0,Dark Green,Excellent,715,India
6300116,Le Cirque,71,Gurgaon,"Address 115, Gurgaon","Locality 15, Gurgaon","Locality 15, Gurgaon, India",60.263153,20.182087,"Mexican, Bengali",2014,Indian Rupees(Rs.),No,No,Yes,Yes,2,2.3,White,Poor,88,India
6300117,Pind Balluchi,9,Noida,"Address 116, Noida","Locality 16, Noida","Locality 16, Noida, India",83.101948,15.275644,"Thai, Chinese",2612,Indian Rupees(Rs.),No,Yes,Yes,Yes,4,1.9,White,Poor,345,India
6300118,KFC,88,Noida,"Address 117, Noida","Locality 17, Noida","Locality 17, Noida, India",68.004546,11.384217,Bakery,2426,Indian Rupees(Rs.),No,No,Yes,Yes,4,2.8,Red,Average,563,India
6300119,Barbeque Nation,129,Faridabad,"Address 118, Faridabad","Locality 18, Faridabad","Locality 18, Faridabad, India",64.765858,34.877818,"Japanese, North Indian, Gujarati",2504,Indian Rupees(Rs.),Yes,No,No,No,1,3.1,Red,Average,696,India
6300120,Kwality Wall's,136,Ghaziabad,"Address 119, Ghaziabad","Locality 19, Ghaziabad","Locality 19, Ghaziabad, India",82.965705,19.799068,"Gujarati, Japanese, Chinese",2095,Indian Rupees(Rs.),Yes,Yes,Yes,Yes,3,1.3,White,Poor,865,India
6300121,Kake Di Hatti,63,Gurgaon,"Address 120, Gurgaon","Locality 20, Gurgaon","Locality 20, Gurgaon, India",77.757234,16.783064,"Mexican, South Indian",471,Indian Rupees(Rs.),No,No,No,No,1,4.2,Green,Very Good,797,India
6300122,Spice Route,139,Ghaziabad,"Address 121, Ghaziabad","Locality 21, Ghaziabad","Locality 21, Ghaziabad, India",81.383943,28.871786,"Gujarati, French",1024,Indian Rupees(Rs.),No,Yes,No,Yes,3,2.7,Red,Average,250,India
6300123,Barbeque Nation,81,New Delhi,"Address 122, New Delhi","Locality 22, New Delhi","Locality 22, New Delhi, India",77.279433,28.495453,"Mexican, Bengali",2538,Indian Rupees(Rs.),Yes,No,No,No,3,2.7,Red,Average,319,India
6300124,United Coffee House,136,New Delhi,"Address 123, New Delhi","Locality 23, New Delhi","Locality 23, New Delhi, India",76.764559,28.802353,"Mughlai, Desserts, Beverages",2631,Indian Rupees(Rs.),Yes,Yes,Yes,No,3,3.6,Orange,Good,725,India
6300125,Barista,163,Faridabad,"Address 124, Faridabad","Locality 24, Faridabad","Locality 24, Faridabad, India",82.9293,11.644064,Japanese,2909,Indian Rupees(Rs.),No,Yes,No,No,3,4.1,Green,Very Good,497,India
6300126,Le Cirque,163,Gurgaon,"Address 125, Gurgaon","Locality 25, Gurgaon","Locality 25, Gurgaon, India",74.044233,18.139742,French,2367,Indian Rupees(Rs.),Yes,Yes,Yes,Yes,2,4.9,Dark Green,Excellent,289,India
6300127,United Coffee House,33,Faridabad,"Address 126, Faridabad","Locality 26, Faridabad","Locality 26, Faridabad, India",79.867332,27.081278,"Italian, Desserts",1947,Indian Rupees(Rs.),No,Yes,Yes,No,4,1.7,White,Poor,301,India
6300128,Ruby Tuesday,123,Gurgaon,"Address 127, Gurgaon","Locality 27, Gurgaon","Locality 27, Gurgaon, India",67.269677,29.190906,"Thai, Mediterranean, Rajasthani",1130,Indian Rupees(Rs.),No,Yes,No,Yes,3,2.4,White,Poor,6,India
6300129,Taco Bell,5,Gurgaon,"Address 128, Gurgaon","Locality 28, Gurgaon","Locality 28, Gurgaon, India",78.398931,12.994265,"Italian, North Indian",2884,Indian Rupees(Rs.),Yes,Yes,No,No,1,1.7,White,Poor,549,India
6300130,Karim's,41,Noida,"Address 129, Noida","Locality 29, Noida","Locality 29, Noida, India",84.337973,11.451435,Gujarati,1135,Indian Rupees(Rs.),Yes,No,Yes,No,1,4.5,Dark Green,Excellent,693,India
6300131,Cafe Coffee Day,28,Gurgaon,"Address 130, Gurgaon","Locality 30, Gurgaon","Locality 30, Gurgaon, India",83.335982,22.055022,"Bengali, Beverages",2866,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Red,Average,258,India
6300132,Oh! Calcutta,135,New Delhi,"Address 131, New Delhi","Locality 31, New Delhi","Locality 31, New Delhi, India",77.42248,28.555212,"Italian, American",2070,Indian Rupees(Rs.),No,Yes,No,Yes,4,4.4,Green,Very Good,618,India
6300133,Bengali Sweet House,201,Faridabad,"Address 132, Faridabad","Locality 32, Faridabad","Locality 32, Faridabad, India",88.420706,34.501507,"Thai, Bakery, Desserts",455,Indian Rupees(Rs.),No,No,No,No,3,4.9,Dark Green,Excellent,222,India
6300134,Natural Ice Cream,72,Ghaziabad,"Address 133, Ghaziabad","Locality 33, Ghaziabad","Locality 33, Ghaziabad, India",80.323943,14.308704,"Chinese, Continental",1857,Indian Rupees(Rs.),No,No,No,Yes,2,3.2,Red,Average,313,India
6300135,Baskin Robbins,12,New Delhi,"Address 134, New Delhi","Locality 34, New Delhi","Locality 34, New Delhi, India",77.683829,28.396731,American,2839,Indian Rupees(Rs.),Yes,No,Yes,No,1,1.5,White,Poor,348,India
6300136,Karim's,162,Gurgaon,"Address 135, Gurgaon","Locality 35, Gurgaon","Locality 35, Gurgaon, India",78.219193,27.896378,"Fast Food, Gujarati",2230,Indian Rupees(Rs.),No,Yes,Yes,Yes,4,2.4,White,Poor,864,India
6300137,Bengali Sweet House,33,Ghaziabad,"Address 136, Ghaziabad","Locality 36, Ghaziabad","Locality 36, Ghaziabad, India",78.720495,30.198311,"South Indian, North Indian, French",2968,Indian Rupees(Rs.),No,No,No,Yes,3,1.1,White,Poor,629,India
6300138,Amul,48,Ghaziabad,"Address 137, Ghaziabad","Locality 37, Ghaziabad","Locality 37, Ghaziabad, India",86.340305,31.165326,"Mediterranean, Bakery",2608,Indian Rupees(Rs.),Yes,Yes,No,No,4,4.4,Green,Very Good,691,India
6300139,Chili's,151,Noida,"Address 138, Noida","Locality 38, Noida","Locality 38, Noida, India",89.671589,34.091542,Punjabi,1798,Indian Rupees(Rs.),No,No,No,Yes,1,1.1,White,Poor,91,India
6300140,Amul,62,Ghaziabad,"Address 139, Ghaziabad","Locality 39, Ghaziabad","Locality 39, Ghaziabad, India",81.898763,34.331788,French,1269,Indian Rupees(Rs.),Yes,No,No,No,2,3.4,Red,Average,935,India
6300141,Le Cirque,37,Ghaziabad,"Address 140, Ghaziabad","Locality 40, Ghaziabad","Locality 40, Ghaziabad, India",67.841178,17.514155,"American, Beverages",1633,Indian Rupees(Rs.),Yes,No,No,Yes,2,1.4,White,Poor,662,India
6300142,Bukhara,99,New Delhi,"Address 141, New Delhi","Locality 41, New Delhi","Locality 41, New Delhi, India",77.658971,29.009257,"Mughlai, Desserts",1452,Indian Rupees(Rs.),Yes,Yes,No,No,1,1.0,White,Poor,847,India
6300143,Mainland China,172,Noida,"Address 142, Noida","Locality 42, Noida","Locality 42, Noida, India",81.274848,26.199723,American,880,Indian Rupees(Rs.),No,No,No,No,3,2.0,White,Poor,171,India
6300144,Cafe Coffee Day,104,Gurgaon,"Address 143, Gurgaon","Locality 43, Gurgaon","Locality 43, Gurgaon, India",62.121773,14.233841,"French, Fast Food",1202,Indian Rupees(Rs.),No,No,Yes,Yes,3,3.2,Red,Average,294,India
6300145,Gloria Jean's,214,Faridabad,"Address 144, Faridabad","Locality 44, Faridabad","Locality 44, Faridabad, India",63.827223,28.098621,"French, Gujarati",1017,Indian Rupees(Rs.),No,No,No,No,4,1.3,White,Poor,192,India
6300146,Barista,35,Noida,"Address 145, Noida","Locality 45, Noida","Locality 45, Noida, India",72.691018,10.691515,"American, Desserts, Mexican",260,Indian Rupees(Rs.),No,No,No,No,1,3.5,Orange,Good,549,India
6300147,McDonald's,193,Faridabad,"Address 146, Faridabad","Locality 46, Faridabad","Locality 46, Faridabad, India",76.788397,21.533338,Punjabi,412,Indian Rupees(Rs.),No,No,No,No,1,3.7,Orange,Good,100,India
6300148,Bikaner Sweets,101,Faridabad,"Address 147, Faridabad","Locality 47, Faridabad","Locality 47, Faridabad, India",74.817876,32.853796,Thai,2611,Indian Rupees(Rs.),Yes,No,No,No,3,4.9,Dark Green,Excellent,806,India
6300149,Domino's Pizza,175,New Delhi,"Address 148, New Delhi","Locality 48, New Delhi","Locality 48, New Delhi, India",76.811901,28.890033,Mexican,287,Indian Rupees(Rs.),Yes,No,Yes,No,1,4.6,Dark Green,Excellent,839,India
6300150,Starbucks,206,Faridabad,"Address 149, Faridabad","Locality 49, Faridabad","Locality 49, Faridabad, India",72.985307,20.178442,"Mexican, Beverages",1467,Indian Rupees(Rs.),Yes,No,No,No,2,3.3,Red,Average,31,India
6300151,Taco Bell,131,New Delhi,"Address 150, New Delhi","Locality 0, New Delhi","Locality 0, New Delhi, India",77.440831,28.769232,"South Indian, Beverages",835,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,812,India
6300152,Wenger's,1,Ghaziabad,"Address 151, Ghaziabad","Locality 1, Ghaziabad","Locality 1, Ghaziabad, India",68.570229,12.774968,"Beverages, Street Food",779,Indian Rupees(Rs.),No,No,No,No,3,2.5,Red,Average,606,India
6300153,Haldiram's,5,Gurgaon,"Address 152, Gurgaon","Locality 2, Gurgaon","Locality 2, Gurgaon, India",65.789109,20.062259,Fast Food,945,Indian Rupees(Rs.),No,Yes,Yes,No,2,3.3,Red,Average,782,India
6300154,Moti Mahal,142,Gurgaon,"Address 153, Gurgaon","Locality 3, Gurgaon","Locality 3, Gurgaon, India",63.271404,15.191881,"Mexican, Rajasthani",1277,Indian Rupees(Rs.),No,No,Yes,No,1,2.6,Red,Average,504,India
6300155,Chili's,103,Ghaziabad,"Address 154, Ghaziabad","Locality 4, Ghaziabad","Locality 4, Ghaziabad, India",69.298581,27.935461,"Bengali, Rajasthani",1874,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.3,White,Poor,98,India
6300156,Mother Dairy,27,Ghaziabad,"Address 155, Ghaziabad","Locality 5, Ghaziabad","Locality 5, Ghaziabad, India",87.07111,9.664203,Mughlai,2876,Indian Rupees(Rs.),No,No,Yes,No,3,3.9,Orange,Good,52,India
6300157,KFC,137,Ghaziabad,"Address 156, Ghaziabad","Locality 6, Ghaziabad","Locality 6, Ghaziabad, India",62.141161,21.745647,Desserts,645,Indian Rupees(Rs.),No,No,No,No,3,2.2,White,Poor,475,India
6300158,Varq,207,New Delhi,"Address 157, New Delhi","Locality 7, New Delhi","Locality 7, New Delhi, India",77.062691,28.762703,Street Food,1873,Indian Rupees(Rs.),Yes,Yes,No,No,1,2.5,Red,Average,343,India
6300159,Varq,15,New Delhi,"Address 158, New Delhi","Locality 8, New Delhi","Locality 8, New Delhi, India",76.807972,28.157672,"North Indian, Mediterranean",2257,Indian Rupees(Rs.),No,No,No,Yes,3,2.5,Red,Average,963,India
6300160,Mother Dairy,90,New Delhi,"Address 159, New Delhi","Locality 9, New Delhi","Locality 9, New Delhi, India",77.681996,29.105953,"Fast Food, Bengali",2295,Indian Rupees(Rs.),No,No,Yes,Yes,1,4.5,Dark Green,Excellent,901,India
6300161,Ruby Tuesday,42,New Delhi,"Address 160, New Delhi","Locality 10, New Delhi","Locality 10, New Delhi, India",76.774551,29.080405,"Italian, North Indian",649,Indian Rupees(Rs.),No,Yes,Yes,No,4,1.7,White,Poor,810,India
6300162,Dunkin' Donuts,124,Faridabad,"Address 161, Faridabad","Locality 11, Faridabad","Locality 11, Faridabad, India",75.037971,19.138841,"Street Food, Beverages, French",2475,Indian Rupees(Rs.),No,No,No,No,2,2.5,Red,Average,350,India
6300163,Karim's,205,New Delhi,"Address 162, New Delhi","Locality 12, New Delhi","Locality 12, New Delhi, India",77.065324,28.890848,"South Indian, Gujarati",677,Indian Rupees(Rs.),No,No,Yes,No,1,4.6,Dark Green,Excellent,519,India
6300164,Natural Ice Cream,179,Noida,"Address 163, Noida","Locality 13, Noida","Locality 13, Noida, India",76.662123,30.320531,"Bengali, Italian, Thai",2277,Indian Rupees(Rs.),Yes,Yes,No,No,1,1.1,White,Poor,758,India
6300165,The Great Kebab Factory,63,New Delhi,"Address 164, New Delhi","Locality 14, New Delhi","Locality 14, New Delhi, India",77.054986,28.17175,"Mediterranean, American, South Indian",2252,Indian Rupees(Rs.),No,No,Yes,Yes,2,4.8,Dark Green,Excellent,18,India
6300166,Moti Mahal,96,New Delhi,"Address 165, New Delhi","Locality 15, New Delhi","Locality 15, New Delhi, India",76.884216,28.617307,"Gujarati, Bakery, Chinese",580,Indian Rupees(Rs.),Yes,No,No,Yes,1,4.6,Dark Green,Excellent,697,India
6300167,Nathu's Sweets,52,Noida,"Address 166, Noida","Locality 16, Noida","Locality 16, Noida, India",82.894589,30.281992,Japanese,1677,Indian Rupees(Rs.),Yes,No,No,No,2,2.7,Red,Average,230,India
6300168,Starbucks,96,Faridabad,"Address 167, Faridabad","Locality 17, Faridabad","Locality 17, Faridabad, India",65.835581,17.598922,North Indian,1351,Indian Rupees(Rs.),No,No,No,No,4,3.6,Orange,Good,714,India
6300169,Moti Mahal,132,Gurgaon,"Address 168, Gurgaon","Locality 18, Gurgaon","Locality 18, Gurgaon, India",88.885527,24.50267,Bakery,2252,Indian Rupees(Rs.),No,No,No,No,3,5.0,Dark Green,Excellent,556,India
6300170,Baskin Robbins,151,Faridabad,"Address 169, Faridabad","Locality 19, Faridabad","Locality 19, Faridabad, India",68.036774,34.982385,"Rajasthani, Italian",2199,Indian Rupees(Rs.),No,No,No,No,2,3.2,Red,Average,610,India
6300171,Bikaner Sweets,143,Noida,"Address 170, Noida","Locality 20, Noida","Locality 20, Noida, India",65.032792,11.242712,"Desserts, Mediterranean",1607,Indian Rupees(Rs.),No,No,No,No,2,1.4,White,Poor,957,India
6300172,Pind Balluchi,171,Ghaziabad,"Address 171, Ghaziabad","Locality 21, Ghaziabad","Locality 21, Ghaziabad, India",87.047655,27.13128,Fast Food,378,Indian Rupees(Rs.),No,No,No,No,3,4.4,Green,Very Good,481,India
6300173,Giani's,29,New Delhi,"Address 172, New Delhi","Locality 22, New Delhi","Locality 22, New Delhi, India",77.188133,29.089801,"Mughlai, Thai",956,Indian Rupees(Rs.),No,Yes,Yes,No,3,1.5,White,Poor,575,India
6300174,United Coffee House,36,Faridabad,"Address 173, Faridabad","Locality 23, Faridabad","Locality 23, Faridabad, India",79.345169,10.229305,"Street Food, French",2801,Indian Rupees(Rs.),No,Yes,No,No,1,2.0,White,Poor,160,India
6300175,Indian Accent,13,Ghaziabad,"Address 174, Ghaziabad","Locality 24, Ghaziabad","Locality 24, Ghaziabad, India",82.187642,12.106558,"Chinese, Desserts",2842,Indian Rupees(Rs.),Yes,No,No,No,1,4.5,Dark Green,Excellent,863,India
6300176,Starbucks,160,Noida,"Address 175, Noida","Locality 25, Noida","Locality 25, Noida, India",89.90717,30.279294,"Mexican, Desserts, Gujarati",947,Indian Rupees(Rs.),No,No,No,No,1,2.0,White,Poor,412,India
6300177,Paranthe Wali Gali,71,New Delhi,"Address 176, New Delhi","Locality 26, New Delhi","Locality 26, New Delhi, India",77.575709,28.896904,"American, Beverages, Japanese",997,Indian Rupees(Rs.),Yes,Yes,No,Yes,3,4.0,Green,Very Good,388,India
6300178,Chili's,187,Gurgaon,"Address 177, Gurgaon","Locality 27, Gurgaon","Locality 27, Gurgaon, India",76.430185,8.074804,"Mughlai, Rajasthani",443,Indian Rupees(Rs.),No,Yes,Yes,No,3,2.8,Red,Average,655,India
6300179,Haldiram's,86,Noida,"Address 178, Noida","Locality 28, Noida","Locality 28, Noida, India",68.869826,16.664681,"Desserts, Chinese",2035,Indian Rupees(Rs.),Yes,No,No,Yes,3,4.0,Green,Very Good,2,India
6300180,Ruby Tuesday,28,Faridabad,"Address 179, Faridabad","Locality 29, Faridabad","Locality 29, Faridabad, India",61.606777,11.332405,"Italian, Rajasthani",1313,Indian Rupees(Rs.),No,Yes,Yes,Yes,1,1.9,White,Poor,892,India
6300181,The Great Kebab Factory,66,Noida,"Address 180, Noida","Locality 30, Noida","Locality 30, Noida, India",86.060211,9.913928,Mughlai,2288,Indian Rupees(Rs.),Yes,Yes,No,Yes,3,2.7,Red,Average,151,India
6300182,Nathu's Sweets,170,Noida,"Address 181, Noida","Locality 31, Noida","Locality 31, Noida, India",68.454258,31.416042,"South Indian, Punjabi, Chinese",733,Indian Rupees(Rs.),No,Yes,Yes,No,3,2.3,White,Poor,955,India
6300183,Nathu's Sweets,45,New Delhi,"Address 182, New Delhi","Locality 32, New Delhi","Locality 32, New Delhi, India",77.397234,28.730781,"Continental, Mughlai, Desserts",1835,Indian Rupees(Rs.),No,No,No,No,4,2.0,White,Poor,535,India
6300184,Karim's,62,New Delhi,"Address 183, New Delhi","Locality 33, New Delhi","Locality 33, New Delhi, India",76.84796,28.245101,"Bengali, French",1706,Indian Rupees(Rs.),Yes,No,No,No,2,2.3,White,Poor,739,India
6300185,Gloria Jean's,185,Noida,"Address 184, Noida","Locality 34, Noida","Locality 34, Noida, India",85.63836,11.822041,"Chinese, Mughlai, North Indian",2011,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,White,Poor,347,India
6300186,Bikaner Sweets,134,Faridabad,"Address 185, Faridabad","Locality 35, Faridabad","Locality 35, Faridabad, India",76.969759,8.318462,Mexican,1203,Indian Rupees(Rs.),No,Yes,No,Yes,3,4.8,Dark Green,Excellent,794,India
6300187,Sagar Ratna,28,Faridabad,"Address 186, Faridabad","Locality 36, Faridabad","Locality 36, Faridabad, India",87.060095,32.23353,Chinese,2434,Indian Rupees(Rs.),No,No,No,No,1,3.1,Red,Average,753,India
6300188,Gloria Jean's,28,Noida,"Address 187, Noida","Locality 37, Noida","Locality 37, Noida, India",80.655147,25.826816,"Bengali, Beverages",1858,Indian Rupees(Rs.),Yes,No,No,No,4,2.8,Red,Average,418,India
6300189,Subway,108,Faridabad,"Address 188, Faridabad","Locality 38, Faridabad","Locality 38, Faridabad, India",72.144485,23.893827,"French, American, Mexican",2165,Indian Rupees(Rs.),No,No,Yes,Yes,4,3.0,Red,Average,653,India
6300190,Wenger's,44,Gurgaon,"Address 189, Gurgaon","Locality 39, Gurgaon","Locality 39, Gurgaon, India",65.447025,15.428001,Gujarati,316,Indian Rupees(Rs.),No,Yes,No,No,2,5.0,Dark Green,Excellent,168,India
6300191,Dilli Haat,84,New Delhi,"Address 190, New Delhi","Locality 40, New Delhi","Locality 40, New Delhi, India",77.701769,28.83417,"Punjabi, North Indian",1286,Indian Rupees(Rs.),No,No,No,No,4,3.6,Orange,Good,628,India
6300192,Wenger's,30,Faridabad,"Address 191, Faridabad","Locality 41, Faridabad","Locality 41, Faridabad, India",67.886875,14.859433,North Indian,1252,Indian Rupees(Rs.),Yes,No,No,No,4,3.8,Orange,Good,947,India
6300193,Gloria Jean's,190,Faridabad,"Address 192, Faridabad","Locality 42, Faridabad","Locality 42, Faridabad, India",69.593791,22.490634,"Bakery, Gujarati",2191,Indian Rupees(Rs.),No,Yes,No,No,4,2.3,White,Poor,10,India
6300194,Mother Dairy,75,Faridabad,"Address 193, Faridabad","Locality 43, Faridabad","Locality 43, Faridabad, India",87.619892,34.573601,"Gujarati, Rajasthani",1944,Indian Rupees(Rs.),No,No,No,No,3,2.9,Red,Average,679,India
6300195,Saravana Bhavan,128,Faridabad,"Address 194, Faridabad","Locality 44, Faridabad","Locality 44, Faridabad, India",85.388348,10.719011,"Chinese, Italian",2074,Indian Rupees(Rs.),No,Yes,No,Yes,2,1.7,White,Poor,602,India
6300196,Taco Bell,92,New Delhi,"Address 195, New Delhi","Locality 45, New Delhi","Locality 45, New Delhi, India",77.155754,28.26722,Continental,2897,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Orange,Good,900,India
6300197,Bukhara,190,New Delhi,"Address 196, New Delhi","Locality 46, New Delhi","Locality 46, New Delhi, India",76.77866,28.680281,"Thai, North Indian, Rajasthani",765,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,White,Poor,338,India
6300198,Bikaner Sweets,129,Gurgaon,"Address 197, Gurgaon","Locality 47, Gurgaon","Locality 47, Gurgaon, India",84.206298,27.780877,"Japanese, Desserts, Punjabi",222,Indian Rupees(Rs.),Yes,No,No,Yes,3,4.0,Green,Very Good,867,India
6300199,Haldiram's,121,New Delhi,"Address 198, New Delhi","Locality 48, New Delhi","Locality 48, New Delhi, India",76.850159,28.63416,"Beverages, Italian",238,Indian Rupees(Rs.),No,Yes,No,No,4,1.9,White,Poor,111,India
6300200,Baskin Robbins,27,Faridabad,"Address 199, Faridabad","Locality 49, Faridabad","Locality 49, Faridabad, India",68.121141,11.763162,Continental,2632,Indian Rupees(Rs.),No,Yes,No,No,3,2.6,Red,Average,180,India
6300201,Giani's,190,Gurgaon,"Address 200, Gurgaon","Locality 0, Gurgaon","Locality 0, Gurgaon, India",61.201971,16.722988,"Beverages, Street Food, Gujarati",781,Indian Rupees(Rs.),Yes,Yes,Yes,No,4,2.9,Red,Average,977,India
6300202,Dunkin' Donuts,121,Faridabad,"Address 201, Faridabad","Locality 1, Faridabad","Locality 1, Faridabad, India",76.578065,22.583038,"Japanese, Thai, Mediterranean",1410,Indian Rupees(Rs.),No,Yes,Yes,No,4,1.7,White,Poor,696,India
6300203,The Great Kebab Factory,116,Faridabad,"Address 202, Faridabad","Locality 2, Faridabad","Locality 2, Faridabad, India",62.509505,9.514774,American,1730,Indian Rupees(Rs.),Yes,No,Yes,No,1,1.3,White,Poor,411,India
6300204,Mother Dairy,205,New Delhi,"Address 203, New Delhi","Locality 3, New Delhi","Locality 3, New Delhi, India",76.74515,28.514369,"Desserts, Rajasthani, Street Food",1918,Indian Rupees(Rs.),No,Yes,Yes,Yes,1,2.3,White,Poor,776,India
6300205,Spice Route,3,Ghaziabad,"Address 204, Ghaziabad","Locality 4, Ghaziabad","Locality 4, Ghaziabad, India",67.248461,13.817,"Punjabi, Mediterranean, South Indian",1868,Indian Rupees(Rs.),No,Yes,Yes,No,1,3.2,Red,Average,181,India
6300206,Barista,103,Faridabad,"Address 205, Faridabad","Locality 5, Faridabad","Locality 5, Faridabad, India",75.629914,34.294959,"Mughlai, Bengali",1297,Indian Rupees(Rs.),Yes,No,No,No,4,3.6,Orange,Good,367,India
